"Loco","PERIOD","n_chamado","n_total","callrate_pct"
"Dal_01:12920140-12920208",2,8,24,33.33
"Dal_01:12931324-12931372",2,7,24,29.17
"Dal_01:12932697-12932725",2,4,24,16.67
"Dal_01:12945121-12945150",2,5,24,20.83
"Dal_01:13004670-13004695",3,0,24,0
"Dal_01:13006452-13006490",3,10,24,41.67
"Dal_01:13006585-13006609",2,8,24,33.33
"Dal_01:13028442-13028467",8,12,24,50
"Dal_01:13038047-13038075",2,6,24,25
"Dal_01:13057171-13057221",3,5,24,20.83
"Dal_01:13059322-13059348",2,2,24,8.33
"Dal_01:13069836-13069868",2,8,24,33.33
"Dal_01:13070547-13070576",9,5,24,20.83
"Dal_01:13089480-13089517",2,9,24,37.5
"Dal_01:13090847-13090877",7,16,24,66.67
"Dal_01:13095073-13095101",6,12,24,50
"Dal_01:13101486-13101549",2,5,24,20.83
"Dal_01:13104293-13104320",2,4,24,16.67
"Dal_01:13115408-13115442",3,21,24,87.5
"Dal_01:13123756-13123783",2,4,24,16.67
"Dal_01:13126206-13126243",2,3,24,12.5
"Dal_01:13143379-13143410",6,17,24,70.83
"Dal_01:13151335-13151388",2,0,24,0
"Dal_01:13167992-13168054",4,5,24,20.83
"Dal_01:13173051-13173083",2,15,24,62.5
"Dal_01:13188776-13188802",3,9,24,37.5
"Dal_01:13190207-13190232",5,19,24,79.17
"Dal_01:13191665-13191696",2,4,24,16.67
"Dal_01:13207729-13207753",6,20,24,83.33
"Dal_01:13210208-13210240",2,6,24,25
"Dal_01:13213770-13213813",2,3,24,12.5
"Dal_01:13268977-13269008",3,5,24,20.83
"Dal_01:13281069-13281118",3,12,24,50
"Dal_01:13307001-13307027",6,19,24,79.17
"Dal_01:13323180-13323212",2,6,24,25
"Dal_01:13377095-13377153",6,15,24,62.5
"Dal_01:13412482-13412550",2,4,24,16.67
"Dal_01:13413451-13413483",5,22,24,91.67
"Dal_01:13472827-13472851",3,13,24,54.17
"Dal_01:13520528-13520582",2,0,24,0
"Dal_01:13536636-13536661",4,17,24,70.83
"Dal_01:13560786-13560819",5,13,24,54.17
"Dal_01:13570604-13570665",2,4,24,16.67
"Dal_01:13588077-13588103",2,12,24,50
"Dal_01:13615336-13615377",2,8,24,33.33
"Dal_01:13623922-13623963",2,4,24,16.67
"Dal_01:13657228-13657256",6,4,24,16.67
"Dal_01:13667244-13667277",6,12,24,50
"Dal_01:13667760-13667790",2,8,24,33.33
"Dal_01:13671795-13671825",7,12,24,50
"Dal_01:13701092-13701157",4,7,24,29.17
"Dal_01:13701318-13701344",8,5,24,20.83
"Dal_01:13708986-13709018",3,6,24,25
"Dal_01:13728964-13728989",3,7,24,29.17
"Dal_01:13733029-13733053",2,9,24,37.5
"Dal_01:13748157-13748210",2,2,24,8.33
"Dal_01:13751005-13751030",3,14,24,58.33
"Dal_01:13776773-13776803",7,21,24,87.5
"Dal_01:13798652-13798699",6,17,24,70.83
"Dal_01:13816577-13816607",1,2,24,8.33
"Dal_01:13817986-13818016",7,9,24,37.5
"Dal_01:13864292-13864330",2,9,24,37.5
"Dal_01:13868240-13868286",3,16,24,66.67
"Dal_01:13890852-13890882",3,15,24,62.5
"Dal_01:13895667-13895697",7,19,24,79.17
"Dal_01:13929075-13929100",6,12,24,50
"Dal_01:13940762-13940829",2,1,24,4.17
"Dal_01:13968843-13968911",2,4,24,16.67
"Dal_01:13969094-13969124",2,11,24,45.83
"Dal_01:13969292-13969316",3,13,24,54.17
"Dal_01:13969674-13969704",3,8,24,33.33
"Dal_01:13974770-13974806",2,13,24,54.17
"Dal_01:13976621-13976653",2,10,24,41.67
"Dal_01:14031749-14031777",2,7,24,29.17
"Dal_01:14040456-14040499",2,0,24,0
"Dal_01:14049682-14049708",7,13,24,54.17
"Dal_01:14114161-14114191",6,8,24,33.33
"Dal_01:14115541-14115567",2,15,24,62.5
"Dal_01:14116371-14116429",3,6,24,25
"Dal_01:14130142-14130167",2,2,24,8.33
"Dal_01:14142080-14142139",2,5,24,20.83
"Dal_01:14153256-14153287",5,14,24,58.33
"Dal_01:14173157-14173196",2,5,24,20.83
"Dal_01:14175599-14175627",2,11,24,45.83
"Dal_01:14176927-14176957",9,14,24,58.33
"Dal_01:14181080-14181114",5,4,24,16.67
"Dal_01:14191487-14191532",2,5,24,20.83
"Dal_01:14199591-14199616",7,9,24,37.5
"Dal_01:14224680-14224718",5,13,24,54.17
"Dal_01:14236632-14236662",3,12,24,50
"Dal_01:14261142-14261168",9,11,24,45.83
"Dal_01:14285867-14285898",3,13,24,54.17
"Dal_01:14286583-14286619",3,6,24,25
"Dal_01:14306792-14306854",4,7,24,29.17
"Dal_01:14307732-14307767",7,15,24,62.5
"Dal_01:14322288-14322326",2,12,24,50
"Dal_01:14383224-14383260",2,9,24,37.5
"Dal_01:14400383-14400425",3,2,24,8.33
"Dal_01:14420494-14420546",3,7,24,29.17
"Dal_01:14420694-14420736",2,2,24,8.33
"Dal_01:14421097-14421139",3,16,24,66.67
"Dal_01:14433392-14433422",2,21,24,87.5
"Dal_01:14458143-14458173",3,14,24,58.33
"Dal_01:14505476-14505532",6,3,24,12.5
"Dal_01:14550008-14550060",3,6,24,25
"Dal_01:14571150-14571209",2,3,24,12.5
"Dal_01:14608000-14608039",2,6,24,25
"Dal_01:14636714-14636742",2,10,24,41.67
"Dal_01:14651730-14651771",2,4,24,16.67
"Dal_01:14656879-14656912",7,13,24,54.17
"Dal_01:14657401-14657454",3,13,24,54.17
"Dal_01:14675395-14675431",2,8,24,33.33
"Dal_01:14679518-14679556",2,3,24,12.5
"Dal_01:14690216-14690260",2,4,24,16.67
"Dal_01:14700351-14700377",7,15,24,62.5
"Dal_01:14704246-14704308",3,12,24,50
"Dal_01:14710860-14710885",1,5,24,20.83
"Dal_01:14714019-14714051",3,10,24,41.67
"Dal_01:14745363-14745402",2,7,24,29.17
"Dal_01:14773869-14773926",7,5,24,20.83
"Dal_01:14783318-14783364",4,9,24,37.5
"Dal_01:14800692-14800717",1,5,24,20.83
"Dal_01:14803164-14803193",2,3,24,12.5
"Dal_01:14814102-14814134",6,8,24,33.33
"Dal_01:14834839-14834863",2,8,24,33.33
"Dal_01:14896770-14896813",4,13,24,54.17
"Dal_01:14900918-14900950",2,7,24,29.17
"Dal_01:14907088-14907113",7,10,24,41.67
"Dal_01:14926406-14926437",2,0,24,0
"Dal_01:14946013-14946055",2,8,24,33.33
"Dal_01:14951526-14951591",6,10,24,41.67
"Dal_01:14957926-14957950",4,7,24,29.17
"Dal_01:14966721-14966746",7,7,24,29.17
"Dal_01:15009751-15009777",5,10,24,41.67
"Dal_01:15060024-15060067",2,12,24,50
"Dal_01:15078246-15078307",2,0,24,0
"Dal_01:15088920-15088946",4,0,24,0
"Dal_01:15135534-15135562",2,1,24,4.17
"Dal_01:15172988-15173014",1,6,24,25
"Dal_01:15187709-15187734",3,5,24,20.83
"Dal_01:15204962-15204994",7,18,24,75
"Dal_01:15225978-15226023",4,2,24,8.33
"Dal_01:15231224-15231252",2,6,24,25
"Dal_01:15240633-15240687",4,1,24,4.17
"Dal_01:15252843-15252876",2,12,24,50
"Dal_01:15259110-15259135",3,12,24,50
"Dal_01:15293923-15293960",2,4,24,16.67
"Dal_01:15300942-15300969",2,5,24,20.83
"Dal_01:15309346-15309378",2,6,24,25
"Dal_01:15325090-15325129",2,8,24,33.33
"Dal_01:15356606-15356630",2,8,24,33.33
"Dal_01:15370577-15370633",2,4,24,16.67
"Dal_01:15395253-15395283",6,11,24,45.83
"Dal_01:15395420-15395449",3,8,24,33.33
"Dal_01:15398696-15398762",2,0,24,0
"Dal_01:15428492-15428519",2,2,24,8.33
"Dal_01:15435941-15435967",2,8,24,33.33
"Dal_01:15442746-15442798",3,8,24,33.33
"Dal_01:15517594-15517629",3,15,24,62.5
"Dal_01:15534375-15534414",2,0,24,0
"Dal_01:15572548-15572593",4,1,24,4.17
"Dal_01:15593636-15593665",5,15,24,62.5
"Dal_01:15643727-15643753",2,3,24,12.5
"Dal_01:15680354-15680403",2,5,24,20.83
"Dal_01:15699316-15699346",7,8,24,33.33
"Dal_01:15704328-15704368",3,12,24,50
"Dal_01:15794257-15794320",2,2,24,8.33
"Dal_01:15810997-15811040",2,2,24,8.33
"Dal_01:15829210-15829244",1,4,24,16.67
"Dal_01:15829961-15829988",3,13,24,54.17
"Dal_01:15831677-15831726",3,11,24,45.83
"Dal_01:15838975-15839005",3,13,24,54.17
"Dal_01:15839856-15839905",2,7,24,29.17
"Dal_01:15886294-15886350",2,4,24,16.67
"Dal_01:15891172-15891211",7,15,24,62.5
"Dal_01:15892451-15892481",2,3,24,12.5
"Dal_01:15896540-15896564",2,16,24,66.67
"Dal_01:15900126-15900156",4,14,24,58.33
"Dal_01:15908279-15908304",2,15,24,62.5
"Dal_01:15985219-15985268",2,5,24,20.83
"Dal_01:16004485-16004515",2,12,24,50
"Dal_01:16012874-16012903",2,3,24,12.5
"Dal_01:16089352-16089381",3,14,24,58.33
"Dal_01:16090969-16090999",2,4,24,16.67
"Dal_01:16110398-16110431",1,10,24,41.67
"Dal_01:16122724-16122748",1,6,24,25
"Dal_01:16126971-16126996",3,14,24,58.33
"Dal_01:16127681-16127707",2,7,24,29.17
"Dal_01:16128109-16128137",4,3,24,12.5
"Dal_01:16137560-16137627",2,3,24,12.5
"Dal_01:16195195-16195221",2,10,24,41.67
"Dal_01:16241701-16241732",2,9,24,37.5
"Dal_01:16245116-16245144",2,8,24,33.33
"Dal_01:16253942-16254008",2,6,24,25
"Dal_01:16254968-16255000",2,6,24,25
"Dal_01:16256559-16256599",2,2,24,8.33
"Dal_01:16325482-16325542",3,12,24,50
"Dal_01:16364399-16364423",7,18,24,75
"Dal_01:16379260-16379291",7,18,24,75
"Dal_01:16394775-16394816",6,12,24,50
"Dal_01:16395460-16395517",2,2,24,8.33
"Dal_01:16421146-16421192",2,1,24,4.17
"Dal_01:16434967-16435010",2,8,24,33.33
"Dal_01:16442673-16442698",2,1,24,4.17
"Dal_01:16448330-16448368",2,13,24,54.17
"Dal_01:16449296-16449338",2,3,24,12.5
"Dal_01:16571844-16571875",3,12,24,50
"Dal_01:16609250-16609290",2,8,24,33.33
"Dal_01:16618822-16618850",2,7,24,29.17
"Dal_01:16619097-16619121",2,6,24,25
"Dal_01:16625933-16625968",2,11,24,45.83
"Dal_01:16632900-16632954",2,12,24,50
"Dal_01:16633653-16633678",2,12,24,50
"Dal_01:16662388-16662412",2,5,24,20.83
"Dal_01:16684716-16684762",7,11,24,45.83
"Dal_01:16687719-16687773",3,9,24,37.5
"Dal_01:16698288-16698322",3,0,24,0
"Dal_01:16718887-16718926",3,8,24,33.33
"Dal_01:16745133-16745173",3,11,24,45.83
"Dal_01:16747040-16747067",2,4,24,16.67
"Dal_01:16787250-16787282",2,3,24,12.5
"Dal_01:16789694-16789763",2,4,24,16.67
"Dal_01:16803691-16803745",3,14,24,58.33
"Dal_01:16812554-16812600",2,0,24,0
"Dal_01:16816703-16816737",3,15,24,62.5
"Dal_01:16839280-16839305",6,2,24,8.33
"Dal_01:16855431-16855456",2,13,24,54.17
"Dal_01:16881077-16881107",2,1,24,4.17
"Dal_01:16904787-16904817",2,1,24,4.17
"Dal_01:16917821-16917849",7,7,24,29.17
"Dal_01:16935063-16935103",6,18,24,75
"Dal_01:16947017-16947049",3,8,24,33.33
"Dal_01:17000749-17000788",2,3,24,12.5
"Dal_01:17011564-17011589",6,6,24,25
"Dal_01:17018500-17018529",9,14,24,58.33
"Dal_01:17018990-17019036",2,6,24,25
"Dal_01:17037536-17037588",3,16,24,66.67
"Dal_01:17065146-17065206",2,8,24,33.33
"Dal_01:17132409-17132440",3,3,24,12.5
"Dal_01:17138076-17138128",2,5,24,20.83
"Dal_01:17145035-17145084",2,5,24,20.83
"Dal_01:17150634-17150659",6,19,24,79.17
"Dal_01:17175605-17175650",2,8,24,33.33
"Dal_01:17188339-17188386",2,8,24,33.33
"Dal_01:17216726-17216770",2,2,24,8.33
"Dal_01:17221112-17221152",2,8,24,33.33
"Dal_01:17261350-17261405",2,6,24,25
"Dal_01:17354980-17355017",2,3,24,12.5
"Dal_01:17378868-17378897",8,18,24,75
"Dal_01:17379417-17379460",4,4,24,16.67
"Dal_01:17422930-17422992",2,2,24,8.33
"Dal_01:17429606-17429631",4,13,24,54.17
"Dal_01:17440963-17440993",2,7,24,29.17
"Dal_01:17441205-17441233",3,14,24,58.33
"Dal_01:17452701-17452731",5,11,24,45.83
"Dal_01:17461117-17461141",6,6,24,25
"Dal_01:17468548-17468588",2,9,24,37.5
"Dal_01:17484584-17484616",9,11,24,45.83
"Dal_01:17484953-17484993",3,8,24,33.33
"Dal_01:17487788-17487829",2,3,24,12.5
"Dal_01:17496301-17496352",2,12,24,50
"Dal_01:17515398-17515429",2,5,24,20.83
"Dal_01:17556254-17556278",2,5,24,20.83
"Dal_01:17558338-17558403",2,2,24,8.33
"Dal_01:17559408-17559456",2,2,24,8.33
"Dal_01:17571260-17571306",3,11,24,45.83
"Dal_01:17585425-17585472",2,3,24,12.5
"Dal_01:17587607-17587651",3,13,24,54.17
"Dal_01:17589093-17589117",6,18,24,75
"Dal_01:17590036-17590062",2,5,24,20.83
"Dal_01:17590291-17590315",2,9,24,37.5
"Dal_01:17609924-17609950",3,15,24,62.5
"Dal_01:17614882-17614908",2,15,24,62.5
"Dal_01:17625125-17625156",5,12,24,50
"Dal_01:17636438-17636470",6,16,24,66.67
"Dal_01:17650906-17650954",3,1,24,4.17
"Dal_01:17657828-17657857",4,10,24,41.67
"Dal_01:17667039-17667107",2,5,24,20.83
"Dal_01:17684928-17684979",2,6,24,25
"Dal_01:17696965-17697006",3,0,24,0
"Dal_01:17766181-17766234",2,2,24,8.33
"Dal_01:17795849-17795880",2,3,24,12.5
"Dal_01:17803612-17803638",4,13,24,54.17
"Dal_01:17813278-17813304",6,7,24,29.17
"Dal_01:17899073-17899105",3,18,24,75
"Dal_01:17900917-17900942",4,7,24,29.17
"Dal_01:17906360-17906415",2,2,24,8.33
"Dal_01:17908290-17908319",2,7,24,29.17
"Dal_01:17908562-17908594",3,9,24,37.5
"Dal_01:17921684-17921727",7,11,24,45.83
"Dal_01:17996109-17996143",8,14,24,58.33
"Dal_01:18001576-18001616",2,0,24,0
"Dal_01:18017722-18017754",6,14,24,58.33
"Dal_01:18023600-18023629",7,24,24,100
"Dal_01:18037043-18037102",2,2,24,8.33
"Dal_01:18055358-18055409",7,12,24,50
"Dal_01:18074667-18074697",2,11,24,45.83
"Dal_01:18112823-18112858",3,9,24,37.5
"Dal_01:18127290-18127323",2,7,24,29.17
"Dal_01:18132255-18132288",2,2,24,8.33
"Dal_01:18133574-18133599",2,2,24,8.33
"Dal_01:18137714-18137745",7,13,24,54.17
"Dal_01:18155679-18155725",3,9,24,37.5
"Dal_01:18156881-18156938",2,1,24,4.17
"Dal_01:18171328-18171368",2,0,24,0
"Dal_01:18180988-18181025",3,17,24,70.83
"Dal_01:18199574-18199603",2,12,24,50
"Dal_01:18229006-18229033",7,21,24,87.5
"Dal_01:18230955-18230996",3,8,24,33.33
"Dal_01:18247899-18247933",2,11,24,45.83
"Dal_01:18276892-18276921",7,5,24,20.83
"Dal_01:18333185-18333213",2,12,24,50
"Dal_01:18354209-18354233",6,20,24,83.33
"Dal_01:18380741-18380765",6,17,24,70.83
"Dal_01:18430680-18430712",9,11,24,45.83
"Dal_01:18502540-18502567",3,15,24,62.5
"Dal_01:18505252-18505285",2,9,24,37.5
"Dal_01:18552556-18552587",1,6,24,25
"Dal_01:18574350-18574410",2,3,24,12.5
"Dal_01:18577208-18577242",2,5,24,20.83
"Dal_01:18585312-18585353",3,11,24,45.83
"Dal_01:18625087-18625117",2,3,24,12.5
"Dal_01:18627074-18627101",6,19,24,79.17
"Dal_01:18628902-18628926",2,7,24,29.17
"Dal_01:18629567-18629604",5,13,24,54.17
"Dal_01:18652461-18652497",2,10,24,41.67
"Dal_01:18673807-18673838",6,14,24,58.33
"Dal_01:18688207-18688246",4,16,24,66.67
"Dal_01:18689108-18689158",2,10,24,41.67
"Dal_01:18713304-18713330",3,9,24,37.5
"Dal_01:18743145-18743169",2,11,24,45.83
"Dal_01:18769207-18769233",2,8,24,33.33
"Dal_01:18790742-18790784",4,8,24,33.33
"Dal_01:18962480-18962504",5,23,24,95.83
"Dal_01:18985089-18985126",2,3,24,12.5
"Dal_01:18988334-18988358",1,3,24,12.5
"Dal_01:19021171-19021197",6,19,24,79.17
"Dal_01:19032037-19032098",2,13,24,54.17
"Dal_01:19065604-19065632",5,18,24,75
"Dal_01:19137222-19137254",2,9,24,37.5
"Dal_01:19292178-19292215",2,1,24,4.17
"Dal_01:19305389-19305447",4,4,24,16.67
"Dal_01:19308892-19308920",1,3,24,12.5
"Dal_01:19330395-19330427",2,12,24,50
"Dal_01:19333303-19333337",2,10,24,41.67
"Dal_01:19348501-19348548",2,2,24,8.33
"Dal_01:19349244-19349295",2,2,24,8.33
"Dal_01:19359014-19359039",2,12,24,50
"Dal_01:19369296-19369333",2,19,24,79.17
"Dal_01:19388391-19388418",2,2,24,8.33
"Dal_01:19419560-19419596",3,12,24,50
"Dal_01:19427074-19427128",2,0,24,0
"Dal_01:19443547-19443583",2,10,24,41.67
"Dal_01:19443870-19443902",2,8,24,33.33
"Dal_01:19454219-19454260",6,15,24,62.5
"Dal_01:19477885-19477919",3,11,24,45.83
"Dal_01:19491980-19492008",5,18,24,75
"Dal_01:19494398-19494433",2,6,24,25
"Dal_01:19509946-19509979",2,7,24,29.17
"Dal_01:19526448-19526474",7,16,24,66.67
"Dal_01:19539048-19539098",2,0,24,0
"Dal_01:19539197-19539240",3,9,24,37.5
"Dal_01:19565950-19565975",3,17,24,70.83
"Dal_01:19608016-19608074",2,6,24,25
"Dal_01:19614007-19614033",6,8,24,33.33
"Dal_01:19618682-19618715",2,3,24,12.5
"Dal_01:19636935-19636987",3,9,24,37.5
"Dal_01:19645871-19645903",2,6,24,25
"Dal_01:19665189-19665214",2,11,24,45.83
"Dal_01:19668030-19668086",2,3,24,12.5
"Dal_01:19676875-19676919",3,13,24,54.17
"Dal_01:19735628-19735653",2,8,24,33.33
"Dal_01:19737303-19737337",6,17,24,70.83
"Dal_01:19764274-19764310",2,10,24,41.67
"Dal_01:19802340-19802366",5,6,24,25
"Dal_01:19819038-19819075",3,9,24,37.5
"Dal_01:19823348-19823377",3,13,24,54.17
"Dal_01:19839472-19839512",5,14,24,58.33
"Dal_01:19845035-19845076",5,9,24,37.5
"Dal_01:19852413-19852438",6,17,24,70.83
"Dal_01:19862272-19862317",3,6,24,25
"Dal_01:19920391-19920445",2,5,24,20.83
"Dal_01:19930244-19930285",6,9,24,37.5
"Dal_01:19931334-19931377",2,9,24,37.5
"Dal_01:19945048-19945087",2,12,24,50
"Dal_01:19952762-19952792",2,7,24,29.17
"Dal_01:19987414-19987441",2,12,24,50
"Dal_01:19990429-19990465",2,5,24,20.83
"Dal_01:19997245-19997300",3,4,24,16.67
"Dal_01:20002465-20002497",7,19,24,79.17
"Dal_01:20002956-20002996",2,6,24,25
"Dal_01:20004771-20004796",2,9,24,37.5
"Dal_01:20011339-20011365",1,5,24,20.83
"Dal_01:20037744-20037793",2,0,24,0
"Dal_01:20116009-20116039",2,1,24,4.17
"Dal_01:20122370-20122403",2,9,24,37.5
"Dal_01:20124469-20124508",2,7,24,29.17
"Dal_01:20137668-20137700",6,19,24,79.17
"Dal_01:20154425-20154454",3,17,24,70.83
"Dal_01:20170557-20170589",2,7,24,29.17
"Dal_01:20177782-20177808",6,8,24,33.33
"Dal_01:20196324-20196354",2,5,24,20.83
"Dal_01:20200141-20200166",2,3,24,12.5
"Dal_01:20242845-20242879",2,8,24,33.33
"Dal_01:20246837-20246869",1,6,24,25
"Dal_01:20249302-20249328",2,1,24,4.17
"Dal_01:20262284-20262312",2,0,24,0
"Dal_01:20267440-20267474",2,13,24,54.17
"Dal_01:20277241-20277282",3,11,24,45.83
"Dal_01:20292393-20292420",7,11,24,45.83
"Dal_01:20294024-20294058",5,9,24,37.5
"Dal_01:20301295-20301321",2,3,24,12.5
"Dal_01:20317896-20317928",2,0,24,0
"Dal_01:20319236-20319261",2,4,24,16.67
"Dal_01:20319811-20319849",4,12,24,50
"Dal_01:20320924-20320950",2,9,24,37.5
"Dal_01:20338327-20338363",3,7,24,29.17
"Dal_01:20371624-20371649",1,4,24,16.67
"Dal_01:20381806-20381834",2,6,24,25
"Dal_01:20396632-20396661",2,2,24,8.33
"Dal_01:20401201-20401235",2,10,24,41.67
"Dal_01:20464121-20464175",2,6,24,25
"Dal_01:20475119-20475157",2,10,24,41.67
"Dal_01:20482040-20482064",5,9,24,37.5
"Dal_01:20483497-20483522",3,8,24,33.33
"Dal_01:20484370-20484427",2,4,24,16.67
"Dal_01:20488031-20488055",5,13,24,54.17
"Dal_01:20508490-20508515",2,0,24,0
"Dal_01:20533650-20533695",3,3,24,12.5
"Dal_01:20554794-20554840",3,15,24,62.5
"Dal_01:20582156-20582188",2,7,24,29.17
"Dal_01:20606895-20606930",2,5,24,20.83
"Dal_01:20607799-20607868",2,2,24,8.33
"Dal_01:20622559-20622592",7,10,24,41.67
"Dal_01:20646955-20647022",2,1,24,4.17
"Dal_01:20648636-20648666",2,3,24,12.5
"Dal_01:20655984-20656021",3,13,24,54.17
"Dal_01:20672842-20672898",4,0,24,0
"Dal_01:20681680-20681715",3,3,24,12.5
"Dal_01:20691296-20691326",2,11,24,45.83
"Dal_01:20697162-20697190",3,1,24,4.17
"Dal_01:20702321-20702364",5,0,24,0
"Dal_01:20722508-20722537",2,8,24,33.33
"Dal_01:20767658-20767706",2,7,24,29.17
"Dal_01:20773310-20773338",5,17,24,70.83
"Dal_01:20790471-20790496",7,19,24,79.17
"Dal_01:20831147-20831175",2,6,24,25
"Dal_01:20831884-20831948",2,9,24,37.5
"Dal_01:20851602-20851648",2,1,24,4.17
"Dal_01:20916856-20916897",2,2,24,8.33
"Dal_01:20923437-20923489",2,4,24,16.67
"Dal_01:20938452-20938518",2,5,24,20.83
"Dal_01:20940934-20940969",2,13,24,54.17
"Dal_01:20985809-20985872",3,8,24,33.33
"Dal_01:20992438-20992468",2,8,24,33.33
"Dal_01:21001434-21001462",2,9,24,37.5
"Dal_01:21006102-21006140",6,12,24,50
"Dal_01:21014656-21014686",2,5,24,20.83
"Dal_01:21015036-21015086",4,6,24,25
"Dal_01:21028694-21028730",2,11,24,45.83
"Dal_01:21057302-21057330",2,4,24,16.67
"Dal_01:21058901-21058925",4,15,24,62.5
"Dal_01:21082167-21082207",2,3,24,12.5
"Dal_01:21083303-21083363",2,0,24,0
"Dal_01:21095220-21095252",2,1,24,4.17
"Dal_01:21107801-21107834",2,7,24,29.17
"Dal_01:21118066-21118105",6,10,24,41.67
"Dal_01:21122600-21122648",4,0,24,0
"Dal_01:21125314-21125352",2,1,24,4.17
"Dal_01:21132958-21132989",2,5,24,20.83
"Dal_01:21135112-21135176",2,1,24,4.17
"Dal_01:21214153-21214217",2,8,24,33.33
"Dal_01:21216102-21216127",2,3,24,12.5
"Dal_01:21281838-21281897",2,10,24,41.67
"Dal_01:21284881-21284926",3,24,24,100
"Dal_01:21301371-21301420",2,7,24,29.17
"Dal_01:21317521-21317555",4,7,24,29.17
"Dal_01:21317931-21317965",2,2,24,8.33
"Dal_01:21324330-21324366",2,2,24,8.33
"Dal_01:21326622-21326646",6,14,24,58.33
"Dal_01:21336711-21336742",3,9,24,37.5
"Dal_01:21371588-21371614",2,5,24,20.83
"Dal_01:21385227-21385262",2,1,24,4.17
"Dal_01:21401546-21401613",3,4,24,16.67
"Dal_01:21411135-21411185",2,3,24,12.5
"Dal_01:21479168-21479198",2,11,24,45.83
"Dal_01:21541446-21541489",2,13,24,54.17
"Dal_01:21544235-21544281",2,11,24,45.83
"Dal_01:21550313-21550366",2,5,24,20.83
"Dal_01:21560927-21560952",2,6,24,25
"Dal_01:21561368-21561392",2,12,24,50
"Dal_01:21561570-21561622",2,9,24,37.5
"Dal_01:21566998-21567032",5,8,24,33.33
"Dal_01:21573877-21573906",7,5,24,20.83
"Dal_01:21574166-21574202",3,7,24,29.17
"Dal_01:21585172-21585213",6,7,24,29.17
"Dal_01:21619340-21619378",2,10,24,41.67
"Dal_01:21643250-21643305",2,4,24,16.67
"Dal_01:21676033-21676066",2,0,24,0
"Dal_01:21679957-21680006",2,1,24,4.17
"Dal_01:21686433-21686463",2,21,24,87.5
"Dal_01:21694116-21694153",2,10,24,41.67
"Dal_01:21712294-21712327",5,18,24,75
"Dal_01:21754697-21754724",3,6,24,25
"Dal_01:21755887-21755943",8,12,24,50
"Dal_01:21759476-21759532",2,4,24,16.67
"Dal_01:21759636-21759664",9,6,24,25
"Dal_01:21765363-21765393",2,4,24,16.67
"Dal_01:21767681-21767741",3,2,24,8.33
"Dal_01:21778848-21778901",3,7,24,29.17
"Dal_01:21794453-21794501",2,7,24,29.17
"Dal_01:21795623-21795661",3,18,24,75
"Dal_01:21796793-21796818",2,8,24,33.33
"Dal_01:21824599-21824631",6,11,24,45.83
"Dal_01:21837172-21837213",6,15,24,62.5
"Dal_01:21855882-21855918",6,12,24,50
"Dal_01:21856401-21856426",3,7,24,29.17
"Dal_01:21886959-21886991",6,16,24,66.67
"Dal_01:21890632-21890663",3,13,24,54.17
"Dal_01:21944113-21944137",2,14,24,58.33
"Dal_01:21948374-21948435",3,13,24,54.17
"Dal_01:21951602-21951638",2,10,24,41.67
"Dal_01:21987925-21987949",2,11,24,45.83
"Dal_01:22031280-22031320",2,9,24,37.5
"Dal_01:22094036-22094080",2,3,24,12.5
"Dal_01:22125655-22125696",3,3,24,12.5
"Dal_01:22159089-22159114",2,5,24,20.83
"Dal_01:22216025-22216056",2,2,24,8.33
"Dal_01:22268298-22268329",6,9,24,37.5
"Dal_01:22452009-22452035",4,6,24,25
"Dal_01:22488458-22488484",2,5,24,20.83
"Dal_01:22547930-22547969",5,7,24,29.17
"Dal_01:22549189-22549241",6,13,24,54.17
"Dal_01:22595289-22595324",2,14,24,58.33
"Dal_01:22605504-22605553",3,14,24,58.33
"Dal_01:22607911-22607940",7,12,24,50
"Dal_01:22624766-22624797",3,12,24,50
"Dal_01:22639808-22639832",2,1,24,4.17
"Dal_01:22665591-22665629",2,4,24,16.67
"Dal_01:22674884-22674913",2,14,24,58.33
"Dal_01:22706313-22706381",3,9,24,37.5
"Dal_01:22727548-22727592",3,11,24,45.83
"Dal_01:22738403-22738432",3,0,24,0
"Dal_01:22748500-22748525",2,2,24,8.33
"Dal_01:22754687-22754723",7,10,24,41.67
"Dal_01:22784583-22784618",2,3,24,12.5
"Dal_01:22785410-22785434",2,6,24,25
"Dal_01:22824941-22824979",2,12,24,50
"Dal_01:22847005-22847046",3,7,24,29.17
"Dal_01:22871023-22871089",3,18,24,75
"Dal_01:22875333-22875366",3,6,24,25
"Dal_01:22876347-22876383",2,5,24,20.83
"Dal_01:22915363-22915396",2,8,24,33.33
"Dal_01:22921342-22921368",2,2,24,8.33
"Dal_01:22925126-22925161",2,3,24,12.5
"Dal_01:22951353-22951378",1,0,24,0
"Dal_01:22971327-22971374",2,2,24,8.33
"Dal_01:22987763-22987790",6,24,24,100
"Dal_01:23000900-23000934",5,0,24,0
"Dal_01:23014770-23014794",3,8,24,33.33
"Dal_01:23020660-23020688",2,8,24,33.33
"Dal_01:23021046-23021091",6,17,24,70.83
"Dal_01:23022308-23022344",3,14,24,58.33
"Dal_01:23030351-23030385",6,11,24,45.83
"Dal_01:23051519-23051562",2,6,24,25
"Dal_01:23053901-23053946",2,6,24,25
"Dal_01:23059201-23059244",2,6,24,25
"Dal_01:23063405-23063429",3,3,24,12.5
